"code","name"
"D31.2","Gutartige Neubildung: Retina"
"D31.3","Gutartige Neubildung: Chorioidea"
"D31.4","Gutartige Neubildung: Ziliarkörper"
"D31.5","Gutartige Neubildung: Tränendrüse und Tränenwege"
"D31.6","Gutartige Neubildung: Orbita, nicht näher bezeichnet"
"D31.9","Gutartige Neubildung: Auge, nicht näher bezeichnet"
"D32","Gutartige Neubildung der Meningen"
"D32.0","Gutartige Neubildung: Hirnhäute"
"D32.1","Gutartige Neubildung: Rückenmarkhäute"
"D32.9","Gutartige Neubildung: Meningen, nicht näher bezeichnet"
"D33","Gutartige Neubildung des Gehirns und anderer Teile des Zentralnervensystems"
"D33.0","Gutartige Neubildung: Gehirn, supratentoriell"
"D33.1","Gutartige Neubildung: Gehirn, infratentoriell"
"D33.2","Gutartige Neubildung: Gehirn, nicht näher bezeichnet"
"D33.3","Gutartige Neubildung: Hirnnerven"
"D33.4","Gutartige Neubildung: Rückenmark"
"D33.7","Gutartige Neubildung: Sonstige näher bezeichnete Teile des Zentralnervensystems"
"D33.9","Gutartige Neubildung: Zentralnervensystem, nicht näher bezeichnet"
"D34","Gutartige Neubildung der Schilddrüse"
"D35","Gutartige Neubildung sonstiger und nicht näher bezeichneter endokriner Drüsen"
"D35.0","Gutartige Neubildung: Nebenniere"
"D35.1","Gutartige Neubildung: Nebenschilddrüse"
"D35.2","Gutartige Neubildung: Hypophyse"
"D35.3","Gutartige Neubildung: Ductus craniopharyngealis"
"D35.4","Gutartige Neubildung: Epiphyse [Glandula pinealis] [Zirbeldrüse]"
"D35.5","Gutartige Neubildung: Glomus caroticum"
"D35.6","Gutartige Neubildung: Glomus aorticum und sonstige Paraganglien"
"D35.7","Gutartige Neubildung: Sonstige näher bezeichnete endokrine Drüsen"
"D35.8","Gutartige Neubildung: Beteiligung mehrerer endokriner Drüsen"
"D35.9","Gutartige Neubildung: Endokrine Drüse, nicht näher bezeichnet"
"D36","Gutartige Neubildung an sonstigen und nicht näher bezeichneten Lokalisationen"
"D36.0","Gutartige Neubildung: Lymphknoten"
"D36.1","Gutartige Neubildung: Periphere Nerven und autonomes Nervensystem"
"D36.7","Gutartige Neubildung: Sonstige näher bezeichnete Lokalisationen"
"D36.9","Gutartige Neubildung an nicht näher bezeichneter Lokalisation"
"D37","Neubildung unsicheren oder unbekannten Verhaltens der Mundhöhle und der Verdauungsorgane"
"D37.0","Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx"
"D37.1","Neubildung unsicheren oder unbekannten Verhaltens: Magen"
"D37.2","Neubildung unsicheren oder unbekannten Verhaltens: Dünndarm"
"D37.3","Neubildung unsicheren oder unbekannten Verhaltens: Appendix vermiformis"
"D37.4","Neubildung unsicheren oder unbekannten Verhaltens: Kolon"
"D37.5","Neubildung unsicheren oder unbekannten Verhaltens: Rektum"
"D37.6","Neubildung unsicheren oder unbekannten Verhaltens: Leber, Gallenblase und Gallengänge"
"D37.7","Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane"
"D37.9","Neubildung unsicheren oder unbekannten Verhaltens: Verdauungsorgan, nicht näher bezeichnet"
"D38","Neubildung unsicheren oder unbekannten Verhaltens des Mittelohres, der Atmungsorgane und der intrathorakalen Organe"
"D38.0","Neubildung unsicheren oder unbekannten Verhaltens: Larynx"
"D38.1","Neubildung unsicheren oder unbekannten Verhaltens: Trachea, Bronchus und Lunge"
"D38.2","Neubildung unsicheren oder unbekannten Verhaltens: Pleura"
"D38.3","Neubildung unsicheren oder unbekannten Verhaltens: Mediastinum"
"D38.4","Neubildung unsicheren oder unbekannten Verhaltens: Thymus"
"D38.5","Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Atmungsorgane"
"D38.6","Neubildung unsicheren oder unbekannten Verhaltens: Atmungsorgan, nicht näher bezeichnet"
"D39","Neubildung unsicheren oder unbekannten Verhaltens der weiblichen Genitalorgane"
"D39.0","Neubildung unsicheren oder unbekannten Verhaltens: Uterus"
"D39.1","Neubildung unsicheren oder unbekannten Verhaltens: Ovar"
"D39.2","Neubildung unsicheren oder unbekannten Verhaltens: Plazenta"
"D39.7","Neubildung unsicheren oder unbekannten Verhaltens: Sonstige weibliche Genitalorgane"
"D39.9","Neubildung unsicheren oder unbekannten Verhaltens: Weibliches Genitalorgan, nicht näher bezeichnet"
"D40","Neubildung unsicheren oder unbekannten Verhaltens der männlichen Genitalorgane"
"D40.0","Neubildung unsicheren oder unbekannten Verhaltens: Prostata"
"D40.1","Neubildung unsicheren oder unbekannten Verhaltens: Hoden"
"D40.7","Neubildung unsicheren oder unbekannten Verhaltens: Sonstige männliche Genitalorgane"
"D40.9","Neubildung unsicheren oder unbekannten Verhaltens: Männliches Genitalorgan, nicht näher bezeichnet"
"D41","Neubildung unsicheren oder unbekannten Verhaltens der Harnorgane"
"D41.0","Neubildung unsicheren oder unbekannten Verhaltens: Niere"
"D41.1","Neubildung unsicheren oder unbekannten Verhaltens: Nierenbecken"
"D41.2","Neubildung unsicheren oder unbekannten Verhaltens: Ureter"
"D41.3","Neubildung unsicheren oder unbekannten Verhaltens: Urethra"
"D41.4","Neubildung unsicheren oder unbekannten Verhaltens: Harnblase"
"D41.7","Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Harnorgane"
"D41.9","Neubildung unsicheren oder unbekannten Verhaltens: Harnorgan, nicht näher bezeichnet"
"D42","Neubildung unsicheren oder unbekannten Verhaltens der Meningen"
"D42.0","Neubildung unsicheren oder unbekannten Verhaltens: Hirnhäute"
"D42.1","Neubildung unsicheren oder unbekannten Verhaltens: Rückenmarkhäute"
"D42.9","Neubildung unsicheren oder unbekannten Verhaltens: Meningen, nicht näher bezeichnet"
"D43","Neubildung unsicheren oder unbekannten Verhaltens des Gehirns und des Zentralnervensystems"
"D43.0","Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, supratentoriell"
"D43.1","Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, infratentoriell"
"D43.2","Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, nicht näher bezeichnet"
"D43.3","Neubildung unsicheren oder unbekannten Verhaltens: Hirnnerven"
"D43.4","Neubildung unsicheren oder unbekannten Verhaltens: Rückenmark"
"D43.7","Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Teile des Zentralnervensystems"
"D43.9","Neubildung unsicheren oder unbekannten Verhaltens: Zentralnervensystem, nicht näher bezeichnet"
"D44","Neubildung unsicheren oder unbekannten Verhaltens der endokrinen Drüsen"
"D44.0","Neubildung unsicheren oder unbekannten Verhaltens: Schilddrüse"
"D44.1","Neubildung unsicheren oder unbekannten Verhaltens: Nebenniere"
"D44.2","Neubildung unsicheren oder unbekannten Verhaltens: Nebenschilddrüse"
"D44.3","Neubildung unsicheren oder unbekannten Verhaltens: Hypophyse"
"D44.4","Neubildung unsicheren oder unbekannten Verhaltens: Ductus craniopharyngealis"
"D44.5","Neubildung unsicheren oder unbekannten Verhaltens: Epiphyse [Glandula pinealis] [Zirbeldrüse]"
"D44.6","Neubildung unsicheren oder unbekannten Verhaltens: Glomus caroticum"
"D44.7","Neubildung unsicheren oder unbekannten Verhaltens: Glomus aorticum und sonstige Paraganglien"
"D44.8","Neubildung unsicheren oder unbekannten Verhaltens: Beteiligung mehrerer endokriner Drüsen"
"D44.9","Neubildung unsicheren oder unbekannten Verhaltens: Endokrine Drüse, nicht näher bezeichnet"
"D45","Polycythaemia vera"
"D46","Myelodysplastische Syndrome"
"D46.0","Refraktäre Anämie ohne Ringsideroblasten, so bezeichnet"
"D46.1","Refraktäre Anämie mit Ringsideroblasten"
"D46.2","Refraktäre Anämie mit Blastenüberschuss"
"D46.2","Refraktäre Anämie mit Blastenüberschuss"
"D46.2","Refraktäre Anämie mit Blastenüberschuss"
"D46.3","Refraktäre Anämie mit Blastenüberschuss in Transformation"
"D46.3","Refraktäre Anämie mit Blastenüberschuss in Transformation"
"D46.4","Refraktäre Anämie, nicht näher bezeichnet"
"D46.5","Refraktäre Anämie mit Mehrlinien-Dysplasie"
"D46.6","Myelodysplastisches Syndrom mit isolierter del(5q)-Chromosomenanomalie"
"D46.7","Sonstige myelodysplastische Syndrome"
"D46.9","Myelodysplastisches Syndrom, nicht näher bezeichnet"
"D47","Sonstige Neubildungen unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes"
"D47.0","Histiozyten- und Mastzelltumor unsicheren oder unbekannten Verhaltens"
"D47.1","Chronische myeloproliferative Krankheit"
"D47.2","Monoklonale Gammopathie unbestimmter Signifikanz [MGUS]"
"D47.2","Monoklonale Gammopathie unbestimmter Signifikanz [MGUS]"
"D47.3","Essentielle (hämorrhagische) Thrombozythämie"
"D47.4","Osteomyelofibrose"
"D47.5","Chronische Eosinophilen-Leukämie [Hypereosinophiles Syndrom]"
"D47.7","Sonstige näher bezeichnete Neubildungen unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes"
"D47.9","Neubildung unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes, nicht näher bezeichnet"
"D48","Neubildung unsicheren oder unbekannten Verhaltens an sonstigen und nicht näher bezeichneten Lokalisationen"
"D48.0","Neubildung unsicheren oder unbekannten Verhaltens: Knochen und Gelenkknorpel"
"D48.1","Neubildung unsicheren oder unbekannten Verhaltens: Bindegewebe und andere Weichteilgewebe"
"D48.2","Neubildung unsicheren oder unbekannten Verhaltens: Periphere Nerven und autonomes Nervensystem"
"D48.3","Neubildung unsicheren oder unbekannten Verhaltens: Retroperitoneum"
"D48.4","Neubildung unsicheren oder unbekannten Verhaltens: Peritoneum"
"D48.5","Neubildung unsicheren oder unbekannten Verhaltens: Haut"
"D48.6","Neubildung unsicheren oder unbekannten Verhaltens: Brustdrüse [Mamma]"
"D48.7","Neubildung unsicheren oder unbekannten Verhaltens: Sonstige näher bezeichnete Lokalisationen"
"D48.9","Neubildung unsicheren oder unbekannten Verhaltens, nicht näher bezeichnet"
